exer_id,knowledge_code
5848,[27]
1804,[82]
14036,[34]
969,[97]
9734,[57]
11198,[82]
1626,[81]
8722,[39]
8239,[30]
7880,[31]
3656,[48]
7631,[53]
11062,[82]
14556,[100]
8242,[30]
3528,[37]
8251,[30]
14049,[34]
1484,[83]
1437,"[38, 56]"
835,[98]
4652,[97]
7949,[31]
6771,[112]
4029,[34]
4887,[50]
3286,[83]
5745,[93]
8220,[30]
5195,[18]
13796,[99]
3644,[48]
6000,[26]
9140,[54]
4353,[33]
14529,[64]
2785,"[7, 10]"
1788,[82]
1931,[120]
14046,[34]
1805,[82]
518,[5]
8141,[83]
5087,[19]
2828,"[7, 12]"
9170,[54]
13798,[99]
14555,[100]
5987,[26]
7289,[80]
5823,[27]
4884,[50]
4615,[97]
5728,[22]
10021,[79]
2840,"[7, 11]"
1667,[43]
4632,[97]
523,[5]
7047,[47]
8776,[39]
11401,[59]
13991,[99]
10978,[80]
4613,[97]
5796,[27]
10729,[80]
9035,[54]
13542,[30]
9229,"[23, 44]"
3613,[48]
14376,[64]
10699,[80]
1615,[81]
14327,[100]
4142,[34]
7448,[45]
2848,"[7, 11]"
9096,[54]
5440,[15]
10738,[80]
7420,[49]
5962,[26]
9308,[23]
13992,[99]
629,[38]
7254,[31]
9231,"[23, 44]"
5443,[15]
968,[97]
1703,[82]
13990,[99]
1496,[83]
625,[38]
1629,[81]
2718,[5]
1787,[82]
2748,"[7, 10]"
7929,[31]
819,[98]
5802,[27]
2728,[5]
13923,[99]
4633,[97]
1528,[80]
4877,[50]
1328,[35]
5084,[19]
6724,"[47, 35, 36]"
14328,[100]
11301,[82]
8015,[42]
4228,[33]
9023,[54]
14014,[34]
1173,[57]
1799,[82]
7639,[53]
9118,[54]
7620,[53]
8391,[50]
6012,[26]
624,[38]
2841,"[7, 11]"
5847,[27]
7067,[47]
1620,[81]
6575,"[47, 35, 36]"
3264,[83]
13921,[99]
10039,[79]
824,[98]
7834,[31]
610,[38]
8030,[42]
14004,[99]
13896,[99]
7043,"[47, 40]"
14515,[100]
2815,"[7, 12]"
14565,[100]
9935,[37]
13989,[99]
5685,[68]
13799,[99]
13816,[99]
14027,[34]
1471,"[46, 56]"
7668,[45]
4614,[97]
630,[38]
6996,"[47, 40]"
14570,[100]
3696,[31]
11997,[9]
14470,[100]
14520,[64]
14445,[100]
14489,[100]
14400,[100]
14485,[100]
14487,[100]
14464,[100]
14492,[100]
14494,[100]
14462,[100]
14493,[100]
14545,[100]
14517,[100]
14488,[100]
14518,[100]
14490,[100]
14585,[100]
14367,[100]
14463,[100]
14519,[100]
3592,[48]
1803,[82]
9602,[55]
11386,[59]
672,"[46, 59]"
6663,"[47, 35, 36]"
3225,[50]
5210,[30]
10761,[80]
9146,[54]
641,"[46, 59]"
4383,[33]
3241,[57]
14664,[49]
7456,[97]
7988,[42]
9135,[54]
605,[38]
9618,[55]
3232,[50]
5363,"[23, 81]"
671,"[46, 59]"
6553,"[47, 35, 36]"
11666,[10]
7982,[42]
1347,[35]
5901,[27]
2934,[8]
5152,"[24, 30]"
7348,[31]
9000,[50]
14620,[100]
1741,[82]
1600,[80]
357,"[7, 38]"
973,[97]
7263,"[38, 56]"
6594,"[47, 35, 36]"
1024,[3]
826,[98]
5160,"[24, 30]"
5779,[95]
6673,"[47, 35, 36]"
8149,[83]
7371,[31]
8175,[51]
9182,[54]
14621,[100]
9120,[54]
10770,[80]
5691,[68]
3374,[107]
3922,[34]
14523,[64]
4626,[97]
14294,[99]
772,[105]
1827,[82]
9353,[99]
6554,"[47, 35, 36]"
9013,[54]
3758,[52]
10802,[94]
6691,"[47, 35, 36]"
831,[98]
7087,[47]
8237,[30]
602,[38]
7049,[47]
7085,[47]
14375,[64]
15475,[53]
7327,[31]
3694,[31]
11569,[60]
677,"[46, 59]"
87,"[8, 45]"
6693,"[47, 35, 36]"
13445,[45]
8719,[39]
3093,"[6, 9]"
3273,[83]
3314,[107]
102,"[8, 45]"
11817,[28]
1544,[80]
6707,"[47, 35, 36]"
9051,[54]
1360,[35]
8372,[50]
2720,[5]
6723,"[47, 35, 36]"
8012,[42]
9177,[54]
2802,"[7, 10]"
6969,[21]
3815,[52]
10730,[80]
12610,[67]
8300,[30]
3383,[107]
10006,[79]
6682,"[47, 35, 36]"
3328,[107]
3177,[50]
93,"[8, 45]"
2829,"[7, 12]"
727,[105]
7611,[53]
3817,[52]
6716,"[47, 35, 36]"
5161,"[24, 30]"
9346,"[52, 23]"
7096,[47]
9419,[99]
7617,[53]
12705,"[32, 2, 49, 25]"
2611,"[4, 122]"
14016,[34]
7629,[53]
14119,[99]
3373,[107]
653,"[46, 59]"
4664,[97]
6887,[21]
7885,[31]
5423,"[23, 81]"
14025,[34]
1216,[33]
1079,"[1, 10]"
3372,[107]
1490,[83]
738,[105]
7211,[31]
9121,[54]
10333,[16]
6834,[21]
6031,[94]
6049,[94]
6848,[21]
5097,[19]
9811,[57]
7045,[47]
6918,[21]
1797,[82]
9103,[54]
1301,[33]
7057,[47]
9258,[23]
5309,[30]
9980,[37]
7962,[45]
6855,[21]
1876,[82]
4885,[50]
9184,[54]
13006,[14]
7054,[47]
9095,[54]
13563,[30]
5538,"[13, 14]"
6859,[118]
3398,[107]
8911,[50]
14040,[34]
9150,[54]
6998,"[47, 40]"
11139,[82]
548,"[7, 9]"
7935,[31]
14346,[100]
12686,"[32, 2, 49, 25]"
606,[38]
1663,[43]
8002,[42]
8241,[30]
7275,[31]
9044,[54]
7009,"[47, 40]"
8979,[50]
3233,[50]
5667,[68]
673,"[46, 59]"
3327,[107]
702,"[46, 59]"
7028,"[47, 40]"
8894,[52]
5156,"[24, 30]"
13051,[58]
14287,[99]
69,"[8, 45]"
9081,[99]
3371,[107]
6799,[21]
627,[38]
3382,[107]
12145,"[2, 45]"
3117,"[7, 15]"
5226,[30]
6639,"[47, 35, 36]"
3370,[107]
9119,[54]
7195,[49]
2867,"[7, 11]"
6961,[21]
15468,[53]
5437,[15]
10885,[80]
3067,"[6, 11]"
9166,[54]
1614,[81]
8248,[30]
14133,[99]
8994,[50]
7015,"[47, 40]"
6066,[90]
9010,[54]
631,[38]
7056,[47]
2961,[8]
1619,[81]
1637,[43]
8953,[50]
3632,[48]
9028,[54]
6843,[21]
3697,[31]
12152,"[2, 45]"
14296,[99]
6375,[96]
8053,[42]
2981,"[32, 2, 50]"
4852,[45]
5435,[15]
3835,[52]
7790,[31]
14668,[49]
4625,[97]
2799,"[7, 10]"
9611,[55]
173,"[2, 45]"
4847,[45]
7526,"[38, 56]"
11170,[82]
8618,[50]
5590,[14]
3197,[50]
4816,[30]
1611,[81]
635,"[46, 59]"
6978,[21]
10078,[79]
7335,[31]
7255,[31]
6838,[21]
703,"[46, 59]"
6755,[21]
164,"[2, 45]"
707,"[46, 59]"
4890,[50]
8588,[43]
6625,"[47, 35, 36]"
5703,[22]
6854,[21]
11911,[89]
6598,"[47, 35, 36]"
14645,[49]
9606,[55]
7999,[42]
6717,"[47, 35, 36]"
3342,[107]
109,"[8, 45]"
4912,[30]
6851,[21]
8071,[51]
6818,[21]
15472,[53]
8439,[50]
14653,[49]
7013,"[47, 40]"
1657,[43]
14297,[99]
14315,[99]
5189,[18]
1436,"[38, 56]"
4537,[35]
12874,[13]
719,[105]
8063,[51]
12160,"[2, 45]"
5024,[30]
877,[98]
3532,[37]
10975,[80]
4028,[34]
12954,[14]
2865,"[7, 11]"
622,[38]
9043,[54]
7143,[97]
10513,[27]
6659,"[47, 35, 36]"
8319,[50]
4448,[35]
67,"[8, 45]"
1304,[33]
1485,[83]
14405,[100]
7720,[33]
8172,[51]
5461,"[13, 14]"
10642,[47]
11955,[55]
3329,[107]
14238,[99]
3695,[31]
4627,[97]
7402,[49]
12782,"[6, 12]"
12244,[12]
7615,[53]
6529,"[47, 35, 36]"
3168,"[32, 2, 25]"
9659,[99]
1068,"[1, 10]"
8949,[50]
6791,[21]
7654,[53]
983,[97]
7007,"[47, 40]"
9168,[54]
9143,[54]
12492,[8]
6547,"[47, 35, 36]"
5550,[15]
6683,"[47, 35, 36]"
8378,[50]
6990,"[47, 40]"
7090,[47]
1706,[82]
3840,[52]
7622,[53]
5820,[27]
9179,[54]
6964,[21]
14342,[100]
6912,[21]
8955,[50]
6664,"[47, 35, 36]"
5493,[15]
9502,[55]
1422,"[38, 56]"
5158,"[24, 30]"
14657,[49]
5556,"[13, 14]"
7061,[47]
1623,[81]
9123,[54]
5988,[26]
502,[5]
865,[98]
611,[38]
6654,"[47, 35, 36]"
12704,"[32, 2, 49, 25]"
6873,[21]
6666,"[47, 35, 36]"
5598,[14]
6690,"[47, 35, 36]"
5738,[93]
7088,[47]
6451,[87]
7469,[49]
14667,[49]
8621,[50]
12404,[3]
7048,[47]
8929,[50]
6714,"[47, 35, 36]"
5411,"[23, 81]"
9045,[54]
10945,[80]
9100,[54]
3201,[50]
680,"[46, 59]"
617,[38]
7062,[47]
1527,[80]
9334,[99]
8436,[50]
8807,[52]
1499,[83]
14639,[49]
5220,[30]
6766,[21]
2040,[120]
7124,[21]
7001,"[47, 40]"
7019,"[47, 40]"
7072,[47]
9735,[57]
6986,"[47, 40]"
5472,"[13, 14]"
14652,[49]
13880,[99]
6921,[21]
7426,[49]
7035,"[47, 40]"
5211,[30]
3385,[107]
13274,[99]
7996,[42]
9172,[54]
9173,[54]
8029,[42]
5150,"[24, 30]"
3860,"[33, 34]"
15453,[53]
6792,[21]
8959,[50]
5477,[15]
6581,"[47, 35, 36]"
6620,"[47, 35, 36]"
7968,[45]
9947,[37]
1628,[81]
14650,[49]
1028,[3]
5547,"[13, 14]"
2291,"[105, 59]"
10192,[18]
5464,"[13, 14]"
12689,"[32, 2, 49, 25]"
8486,[83]
9565,[99]
14344,[100]
5611,"[16, 17]"
5637,[21]
7713,[33]
11125,[93]
749,[105]
5460,"[13, 14]"
7021,"[47, 40]"
701,"[46, 59]"
14295,[99]
11371,[82]
14345,[100]
14035,[34]
3155,"[32, 2, 25]"
6048,[94]
1370,[35]
5459,"[13, 14]"
695,"[46, 59]"
6871,[21]
5457,"[13, 14]"
8987,[50]
12274,[86]
7114,[21]
3128,"[7, 15]"
4000,"[33, 34]"
6822,[21]
10409,[26]
5190,[18]
6525,"[47, 35, 36]"
7038,"[47, 40]"
12321,[85]
12309,[84]
13477,[45]
7209,[31]
14644,[49]
11530,[61]
8290,[83]
7040,"[47, 40]"
13014,[14]
8014,[42]
14028,[34]
3263,[57]
716,"[46, 59]"
2134,[120]
11197,[82]
7189,[49]
6655,"[47, 35, 36]"
6532,"[47, 35, 36]"
6810,[21]
78,"[8, 45]"
698,"[46, 59]"
14047,[34]
7024,"[47, 40]"
12991,[14]
6036,[94]
7813,[31]
1895,[82]
6550,"[47, 35, 36]"
3384,[107]
8504,[43]
6916,[21]
529,"[7, 9]"
9379,[99]
2984,"[32, 2, 50]"
14043,[34]
14026,[34]
6934,[21]
9054,[54]
2910,[8]
615,[38]
9623,[55]
3326,[107]
1608,[81]
9851,[99]
2567,"[4, 122]"
619,[38]
14661,[49]
5409,"[23, 81]"
12291,[84]
8065,[51]
2907,[8]
4580,"[4, 122]"
6935,[21]
8403,[83]
6924,[21]
11317,[82]
1914,[104]
8792,[39]
6909,[21]
4385,[33]
7500,"[46, 56]"
1464,"[46, 56]"
7519,[56]
1441,"[38, 56]"
1429,"[38, 56]"
7518,[56]
1451,"[46, 56]"
1470,"[46, 56]"
1463,"[46, 56]"
1449,"[46, 56]"
1445,"[38, 56]"
1475,"[46, 56]"
7510,"[46, 56]"
1448,"[46, 56]"
1458,"[38, 56]"
7225,[56]
1465,"[46, 56]"
1452,"[38, 56]"
7856,[31]
1522,[80]
1793,[82]
10679,[47]
7717,[33]
1530,[80]
10659,[47]
1538,[80]
7751,[33]
7286,[80]
1510,[80]
1712,[82]
10850,[80]
10970,[80]
1603,[80]
1332,[35]
10671,[47]
1553,[80]
1731,[82]
8596,[43]
1758,[82]
10751,[80]
1541,[80]
8567,[43]
10000,[79]
11303,[82]
7922,[31]
7730,[33]
10987,[80]
11168,[82]
1884,[82]
8555,[43]
1751,[82]
1606,[81]
14018,[34]
1598,[80]
10979,[80]
7945,[31]
10695,[80]
7721,[33]
10772,[80]
1542,[80]
616,[38]
11378,[82]
7738,[33]
10724,[47]
11120,[82]
4374,[33]
10025,[79]
10927,[80]
4530,[35]
1786,[82]
1685,[43]
10685,[47]
8573,[43]
4473,[35]
10631,[47]
11280,[82]
11195,[82]
10938,[80]
10926,[80]
7772,[31]
1633,[81]
7726,[33]
7734,[33]
11141,[82]
4372,[33]
10718,[47]
7871,[31]
11300,[82]
10877,[80]
4538,[35]
4381,[33]
1727,[82]
10879,[80]
1852,[82]
10739,[80]
7728,[33]
4478,[35]
4421,[35]
10661,[47]
7870,[31]
10946,[80]
8595,[43]
10947,[80]
4216,[33]
11002,[82]
1253,[33]
10654,[47]
10736,[80]
1565,[80]
10712,[47]
1612,[81]
11395,[59]
10704,[80]
11326,[82]
7756,[33]
9723,[99]
9679,[99]
7303,[80]
17624,[80]
7297,[80]
6235,[90]
17437,[83]
17656,[80]
9204,[99]
17625,[80]
1989,[120]
1968,[120]
9701,[99]
6234,[90]
13852,[99]
9651,[99]
9644,[99]
17566,[80]
1950,[120]
10742,[80]
3114,"[6, 9]"
1005,[3]
68,"[8, 45]"
210,"[66, 7]"
3311,[107]
783,"[7, 11]"
797,"[7, 11]"
2990,"[32, 2, 50]"
782,"[7, 11]"
208,"[66, 7]"
107,"[8, 45]"
79,"[8, 45]"
2816,"[7, 12]"
3042,"[6, 12]"
3115,"[7, 15]"
13857,[99]
2560,"[4, 122]"
1052,"[1, 10]"
14501,[100]
2477,"[4, 122]"
2855,"[7, 11]"
89,"[8, 45]"
71,"[8, 45]"
14550,[100]
170,"[2, 45]"
2909,[8]
112,"[8, 45]"
2115,[120]
14334,[100]
242,"[41, 7]"
2574,"[4, 122]"
587,"[7, 12]"
114,"[8, 45]"
781,"[7, 11]"
3174,[50]
1901,[104]
2845,"[7, 11]"
1125,"[1, 12]"
13918,[99]
188,"[66, 7]"
786,"[7, 11]"
2804,"[7, 10]"
13844,[99]
13941,[99]
2730,[5]
2823,"[7, 12]"
2582,"[4, 122]"
1103,"[1, 12]"
13952,[99]
115,"[8, 45]"
1964,[120]
86,"[8, 45]"
13976,[99]
1101,"[1, 12]"
528,"[7, 9]"
14213,[99]
583,"[7, 12]"
2923,[8]
1909,[104]
3208,[50]
3313,[107]
83,"[8, 45]"
14336,[100]
14335,[100]
546,"[7, 9]"
70,"[8, 45]"
14581,[100]
1918,[104]
13916,[99]
202,"[66, 7]"
2096,[120]
2908,[8]
84,"[8, 45]"
2944,[8]
13832,[99]
3092,"[6, 9]"
212,"[66, 7]"
14426,[100]
1019,[3]
2062,[120]
193,"[66, 7]"
1026,[3]
13942,[99]
13859,[99]
13983,[99]
3019,"[6, 9]"
2026,[120]
3034,"[6, 12]"
1924,[104]
2527,"[4, 122]"
1417,"[38, 56]"
3031,"[6, 12]"
13943,[99]
2953,[8]
2587,"[4, 122]"
3077,"[6, 11]"
1930,[120]
2569,"[4, 122]"
74,"[8, 45]"
198,"[66, 7]"
2968,"[32, 2, 50]"
2025,[120]
573,"[7, 10]"
13900,[99]
3310,[107]
1939,[120]
1631,[81]
110,"[8, 45]"
1911,[104]
156,"[2, 45]"
161,"[2, 45]"
1088,"[1, 10]"
2642,"[4, 122]"
1907,[104]
3131,"[7, 15]"
14112,[99]
14521,[64]
14408,[100]
204,"[66, 7]"
13981,[99]
13856,[99]
205,"[66, 7]"
2088,[120]
537,"[7, 9]"
13919,[99]
14409,[100]
13804,[99]
1634,[81]
2544,"[4, 122]"
534,"[7, 9]"
2650,"[4, 122]"
2963,[8]
3206,[50]
2919,[8]
14211,[99]
3040,"[6, 12]"
2384,"[105, 59]"
13917,[99]
14175,[99]
7531,"[38, 56]"
2770,"[7, 10]"
2641,"[4, 122]"
13908,[99]
77,"[8, 45]"
14332,[100]
132,"[2, 45]"
1933,[120]
3312,[107]
3125,"[7, 15]"
1969,[120]
213,"[66, 7]"
999,[3]
2524,"[4, 122]"
13996,[99]
14212,[99]
2966,"[32, 2, 50]"
13980,[99]
14210,[99]
13858,[99]
14580,[100]
2497,"[4, 122]"
2790,"[7, 10]"
2580,"[4, 122]"
14500,[100]
2052,[120]
223,"[41, 7]"
3078,"[6, 11]"
14659,[49]
1625,[81]
2475,"[4, 122]"
119,"[8, 45]"
562,"[7, 10]"
111,"[8, 45]"
13964,[99]
3205,[50]
2538,"[4, 122]"
3207,[50]
2671,"[4, 122]"
14407,[100]
2151,[120]
520,[5]
192,"[66, 7]"
14377,[64]
14378,[64]
13982,[99]
2413,"[4, 122]"
3017,"[6, 9]"
14379,[64]
1039,"[1, 10]"
792,"[7, 11]"
2986,"[32, 2, 50]"
1923,[104]
3003,"[6, 9]"
7638,[53]
7626,[53]
3517,[37]
7636,[53]
5645,[68]
3280,[83]
10765,[80]
1501,[83]
1443,"[38, 56]"
7257,"[38, 56]"
15448,[53]
7245,"[46, 56]"
8145,[83]
1431,"[38, 56]"
8715,[39]
5662,[68]
3289,[83]
15449,[53]
4619,[97]
1618,[81]
15458,[53]
3287,[83]
7634,[53]
5206,[18]
7278,[31]
3283,[83]
7643,[53]
15451,[53]
10516,[27]
5642,[68]
7625,[53]
5643,[68]
7655,[53]
626,[38]
11868,[28]
5446,[15]
9498,[55]
7492,[56]
1616,[81]
3687,[31]
4860,[45]
12593,[5]
9934,[37]
4653,[97]
6992,"[47, 40]"
3268,[83]
2901,[120]
8528,[43]
791,"[7, 11]"
7317,[31]
554,"[7, 9]"
2146,[120]
1865,[82]
12577,[5]
2844,"[7, 11]"
7006,"[47, 40]"
1041,"[1, 10]"
3681,[34]
507,[5]
3001,"[6, 9]"
12624,[67]
1860,[82]
550,"[7, 9]"
9982,[37]
5451,[15]
785,"[7, 11]"
5452,[15]
7037,"[47, 40]"
7706,[33]
1680,[43]
3107,"[6, 9]"
12517,[8]
3278,[83]
2074,[120]
133,"[2, 45]"
3101,"[6, 9]"
2835,"[7, 12]"
4628,[97]
126,"[8, 45]"
7851,[31]
7453,[45]
7995,[42]
499,[5]
8790,[39]
3539,[37]
623,[38]
2800,"[7, 10]"
7140,[97]
11670,[10]
3522,[37]
7017,"[47, 40]"
2120,[120]
7236,[31]
8708,[39]
1097,"[1, 12]"
7535,"[38, 56]"
10030,[79]
552,"[7, 9]"
1894,[82]
1713,[82]
8510,[43]
1543,[80]
73,"[8, 45]"
12543,[5]
9560,[55]
2180,[120]
5426,[15]
10681,[47]
12507,[8]
8384,[83]
2850,"[7, 11]"
5431,[15]
2947,[8]
14031,[34]
4654,[97]
2811,"[7, 12]"
8159,[83]
2818,"[7, 12]"
1840,[82]
3105,"[6, 9]"
1891,[82]
12589,[5]
12817,"[6, 11]"
12607,[67]
7031,"[47, 40]"
12807,"[6, 11]"
4861,[45]
2803,"[7, 10]"
10980,[80]
9270,[23]
1817,[82]
5488,[15]
1500,[83]
628,[38]
2932,[8]
5448,[15]
7533,"[46, 56]"
7025,"[47, 40]"
14022,[34]
1892,[82]
14042,[34]
7787,[31]
3530,[37]
2765,"[7, 10]"
14033,[34]
2149,[120]
3705,[31]
11138,[82]
9516,[55]
12621,[67]
14051,[34]
1494,[83]
3509,[37]
5429,[15]
3514,[37]
12555,[5]
1502,[83]
4015,"[33, 34]"
5450,[15]
3293,[83]
1488,[83]
1627,[81]
1948,[120]
7261,"[38, 56]"
1503,[83]
2946,[8]
12584,[5]
7483,[56]
10779,[80]
2917,[8]
7339,[31]
2913,[8]
12571,[5]
1952,[120]
509,[5]
1613,[81]
2924,[8]
14017,[34]
9614,[55]
14044,[34]
80,"[8, 45]"
7872,[31]
7042,"[47, 40]"
2831,"[7, 12]"
12598,[5]
4848,[45]
14015,[34]
2930,[8]
2915,[8]
4634,[97]
4655,[97]
8200,[83]
5484,[15]
1229,[33]
1624,[81]
14039,[34]
7550,"[46, 56]"
556,"[7, 10]"
11370,[82]
7300,[80]
3709,[31]
14660,[49]
795,"[7, 11]"
11278,[82]
7994,[42]
3266,[83]
7308,[31]
8047,[42]
612,[38]
7768,[31]
620,[38]
9402,"[52, 23]"
8698,[39]
8545,[43]
7228,[31]
7991,[42]
3086,"[6, 9]"
7903,[31]
1832,[82]
10735,[80]
3869,"[33, 34]"
1433,"[38, 56]"
563,"[7, 10]"
3018,"[6, 9]"
11190,[82]
1231,[33]
4130,[34]
8704,[39]
14029,[34]
784,"[7, 11]"
7444,[45]
14637,[49]
1385,[35]
3564,[48]
9050,[54]
11275,[82]
604,[38]
547,"[7, 9]"
9031,[54]
10040,[79]
567,"[7, 10]"
14038,[34]
798,"[7, 11]"
10758,[80]
14045,[34]
780,"[7, 11]"
3587,[48]
10781,[80]
3046,"[6, 12]"
8052,[42]
3073,"[6, 11]"
4474,[35]
4304,[33]
11400,[59]
1676,[43]
571,"[7, 10]"
1143,[57]
3579,[48]
8783,[39]
8011,[42]
3584,[48]
7208,[31]
8707,[39]
10744,[80]
1722,[82]
8166,[83]
7294,[80]
7733,[33]
7270,[31]
1182,[57]
821,[98]
13775,[99]
7162,[45]
3272,[83]
975,[97]
3180,[50]
1147,[57]
9116,[54]
7356,[31]
13774,[99]
4663,[97]
4661,[97]
7077,[47]
1621,[81]
1807,[82]
4462,[35]
4662,[97]
7640,[53]
1784,[82]
7882,[31]
7867,[31]
7983,[42]
1321,[35]
7650,[53]
8137,[83]
7646,[53]
1476,"[46, 56]"
14023,[34]
4863,[45]
7763,[31]
1251,[33]
10004,[79]
941,[98]
3630,[48]
15452,[53]
3674,[48]
7243,"[46, 56]"
3880,"[33, 34]"
7985,[42]
8051,[42]
4164,[34]
944,[98]
7616,[53]
7202,[45]
9535,[55]
7659,[45]
7972,[45]
8720,[39]
1770,[82]
7307,[31]
7979,[42]
9048,[54]
3230,[50]
7514,[56]
8162,[83]
13772,[99]
7410,[98]
13773,[99]
7546,"[46, 56]"
7806,[31]
11265,[82]
943,[98]
7069,[47]
11011,[82]
7967,[45]
4841,[45]
3872,"[33, 34]"
1687,[43]
7315,[31]
603,[38]
7522,[56]
3711,[31]
4610,[97]
14638,[49]
3891,"[33, 34]"
6542,"[47, 35, 36]"
7671,[45]
9038,[54]
7741,[33]
839,[98]
7699,[33]
3714,[31]
942,[98]
8548,[43]
7736,[33]
7357,[31]
1498,[83]
3226,[50]
14654,[49]
3194,[50]
7613,[53]
6636,"[47, 35, 36]"
1632,[81]
14012,[34]
10731,[80]
6688,"[47, 35, 36]"
3583,[48]
3995,"[33, 34]"
7080,[47]
10958,[80]
1994,[120]
9030,[54]
7333,[31]
14648,[49]
11344,[82]
6568,"[47, 35, 36]"
7653,[53]
3582,[48]
4367,[33]
6629,"[47, 35, 36]"
7857,[31]
3196,[50]
7723,[33]
4844,[45]
7562,"[46, 56]"
3640,[48]
7735,[33]
3588,[48]
9102,[54]
1438,"[38, 56]"
8772,[39]
1660,[43]
7896,[31]
1697,[82]
9309,[23]
1447,"[46, 56]"
7698,[33]
3862,"[33, 34]"
7915,[31]
5204,[18]
1714,[82]
1789,[82]
7265,"[38, 56]"
7508,"[46, 56]"
8131,[83]
1794,[82]
614,[38]
2858,"[7, 11]"
11308,[82]
8556,[43]
9153,[54]
8502,[43]
9154,[54]
7226,[31]
7163,[45]
10848,[80]
1692,[43]
10062,[79]
7536,"[38, 56]"
1806,[82]
1537,[80]
3853,"[33, 34]"
9347,"[52, 23]"
3677,[48]
8284,[83]
3568,[48]
9011,[54]
3634,[48]
7292,[80]
14635,[49]
3688,[31]
4012,"[33, 34]"
8295,[83]
1505,[83]
9029,[54]
10999,[82]
3596,[48]
7299,[80]
14655,[49]
3712,[31]
2852,"[7, 11]"
7744,[33]
1851,[82]
8581,[43]
3670,[48]
7829,[31]
3699,[31]
8511,[43]
9244,[23]
3612,[48]
7258,"[38, 56]"
8526,[43]
8028,[42]
9305,[23]
1279,[33]
7681,[45]
8033,[42]
542,"[7, 9]"
1855,[82]
7338,[31]
4293,[33]
3666,[48]
8050,[42]
9286,[23]
8060,[42]
609,[38]
11375,[82]
3704,[31]
8158,[83]
7963,[45]
3585,[48]
3633,[48]
1824,[82]
9345,"[52, 23]"
7210,[31]
7740,[33]
7888,[31]
8285,[83]
3702,[31]
3591,[48]
3561,[48]
1159,[57]
7157,[45]
11136,[82]
8565,[43]
10764,[80]
1689,[43]
8004,[42]
7287,[80]
7071,[47]
11017,[82]
7082,[47]
1362,[35]
1469,"[46, 56]"
1423,"[38, 56]"
7070,[47]
9955,[37]
10753,[80]
11006,[82]
4868,[45]
10740,[80]
14649,[49]
4876,[50]
1639,[43]
1767,[82]
10734,[80]
7343,[31]
4447,[35]
4031,[34]
3265,[83]
3594,[48]
9977,[37]
1688,[43]
9971,[37]
8569,[43]
1444,"[38, 56]"
11394,[59]
5196,[18]
6551,"[47, 35, 36]"
7820,[31]
12329,[85]
10880,[80]
12310,[84]
6536,"[47, 35, 36]"
7063,[47]
4644,[97]
14024,[34]
8435,[50]
7411,[98]
7237,"[46, 56]"
